16
18616.5	18469.3	18338.8	15313.7	15152.3	14864	14274.7	14100.3	13898.4	13567.2	13504.6	13481	13115.4	12934.1	12772.2	12758.5	12736.7	12437.8	12345.3	12205.9	12148.8	12143.8	12102.4	12008.2	11713.8	11488.7	11409.6	11019.4	10913.6	10910.6	10867.7	10804.4	10692.4	10523.5	10482.3	10409.4	10395.7	10275.1	10204.5	10197.1	10069.2	10005.6	9948.1	9913.8	9912.55	9901.95	9854.55	9835.25	9726.4	9672.8	9658.15	9657.05	9649.95	9599.8	9554.85	9515.95	9466.65	9391.65	9370.1	9340.85	9339.6	9302.6	9290.5	9114.3	9111.55	9099.8	9097.65	9048.25	9039.2	9037.9	9030.35	9022.95	8985.7	8968.85	8926.75	8904.65	8889.6	8888.25	8882.45	8854.2	8801.5	8790.35	8771.9	8766.2	8746.4	8738.5	8689.65	8687.65	8677.9	8664.05	8570.75	8526	8507.35	8485.1	8467.2	8450.85	8441.2	8419.5	8406.6	8404.75	
14380.5	14065.7	10416.5	9247.35	9142.85	9142.75	9002.15	8973.1	8944.3	8920.85	8511.9	8459.2	8454.1	8392.1	8184.85	8143.7	8114.85	8060	8015.7	7997	7899.25	7808.9	7792.35	7787.9	7597.2	7591.95	7542.95	7531.7	7494.7	7444.75	7384.4	7332	7314.35	7260.3	7195.95	7167.1	7129.8	7022.35	7020.75	6947.55	6900.3	6846.05	6845.4	6790.35	6774.15	6759.1	6757.2	6695.15	6683.4	6656.35	6652.35	6648.85	6623.9	6622.3	6603.8	6548.45	6547.75	6537.6	6502	6457.95	6449.5	6436.65	6430.8	6403.15	6396.75	6384.15	6382.7	6366.7	6365.15	6339.35	6330.75	6322.2	6312.35	6311.65	6300.8	6298.05	6293	6284.4	6279.2	6272.15	6259.55	6254.45	6249.7	6244.65	6227.15	6221.9	6218.5	6213.25	6196.25	6190.25	6163.75	6157.25	6154.75	6138.5	6120.3	6107.4	6081.5	6080.7	6078.55	6070.7	
10665.3	9621.2	7969.1	7712	7487.2	7285.55	7272.7	7212.35	7077.75	6986.25	6860.95	6828.25	6769.8	6759.35	6735.75	6718.55	6607.45	6556.95	6532.05	6434.65	6305.9	6248.05	6229.2	6138.8	6114.5	5947.1	5920.25	5915.75	5742.4	5723.15	5709.45	5700.3	5694.85	5635.75	5634	5595.05	5585	5565.7	5532.45	5529.75	5520.5	5456.15	5421.55	5417.5	5405.8	5393.55	5375.2	5360.65	5329.25	5323.5	5301.1	5293.5	5293.15	5285.85	5272.95	5231.75	5223.15	5219.1	5205.4	5188.85	5188.6	5159.35	5132.25	5118.25	5098.25	5097.75	5060	5056.45	5055.35	5010.75	4998.55	4992.25	4986.9	4986.35	4977.7	4968.55	4959.9	4951.5	4949.3	4949.1	4941	4924.95	4918	4899.95	4894.55	4892.6	4885.85	4884.85	4875.7	4861.55	4857.9	4850.85	4848.5	4846.55	4840.05	4820.6	4813.5	4807.95	4794.5	4786.2	
7140.75	6953.8	6600.5	6434.8	6203.8	6122.25	5767.05	5524.2	5428.95	5377.55	5359.65	5204.75	5167.45	5086.95	5067.4	5055.1	4982.2	4975.8	4922.3	4900.65	4766.1	4729.75	4712.8	4698	4678	4661.4	4620.3	4615.85	4610.05	4608.6	4600.1	4576.35	4576.15	4542.8	4535.75	4535.35	4534.75	4488.75	4484.15	4468.7	4424.45	4419	4409.6	4406.6	4401.25	4392.65	4361.4	4342.8	4334.55	4326.1	4323.8	4315.55	4313.45	4308.85	4287.35	4263.75	4248.9	4245.1	4232.1	4228.45	4228.4	4212.3	4193.35	4190.95	4188.9	4176.45	4172	4151.5	4151.4	4151.25	4148.35	4144.3	4143.05	4131.65	4126.75	4121.45	4117.75	4102.05	4090.3	4088.4	4082.45	4080.45	4072.85	4055	4042.3	4035.55	4034.75	4033.5	4028.5	4027.4	4016.3	4016.15	4015.05	4013.3	4009.15	3997.6	3983.4	3971.95	3966.8	3956.55	
5978.8	5818.45	5583.5	4814.9	4710.3	4643.85	4605.75	4583.2	4567.8	4476.3	4475.3	4465.35	4449.85	4387.75	4330.5	4310.6	4305.95	4299.6	4296.65	4295	4285.35	4275.35	4259.95	4249.55	4228.2	4223.65	4211.9	4206.35	4201.3	4188.45	4159	4153.25	4149.05	4143.95	4124.45	4104.95	4082.9	4067.2	4061.95	4045.6	4038.1	4029.4	4029.05	4026.8	4016.95	4012.6	3985.3	3985.25	3975.3	3960.25	3955.8	3941.5	3933.4	3929.8	3927.9	3927.65	3924.1	3914.9	3893	3882.85	3877.9	3875.75	3873.95	3863.25	3845.85	3844	3833.1	3828.15	3806.6	3796.85	3788.7	3773.4	3754.95	3745.7	3719.35	3714.75	3713.65	3711.2	3708.85	3706.2	3703.15	3690.95	3689.45	3654.55	3650.1	3638.2	3633.2	3629.4	3623.9	3606.7	3606.55	3601.9	3599.4	3562.65	3560.85	3560.25	3555.6	3545.45	3534.35	3533.65	
6156.35	4865.8	4771.3	4442.9	4440.5	4354.25	4298.9	4119.35	4111.95	3972.85	3968.1	3949.7	3826.45	3800.4	3768.05	3738.65	3729.6	3726.95	3723.55	3716.4	3704.2	3700.8	3689.75	3686.1	3677.7	3618.75	3593.3	3592.1	3571.75	3553.45	3541.8	3530.9	3504.3	3496.65	3494.5	3489.75	3488.2	3479.4	3477.6	3446.8	3441.55	3428.85	3427.15	3415.1	3398.05	3377.35	3374.15	3367.7	3357.85	3323.65	3318.35	3294.05	3293.5	3292.35	3289.75	3280.2	3273.35	3270.2	3266.25	3257.85	3256.8	3256.15	3254.4	3249.75	3241.75	3238.25	3236.35	3235.15	3231.55	3230.65	3230.5	3214.9	3214.15	3210	3185.5	3177.05	3168.85	3153.1	3153	3146.85	3145.45	3144.85	3141.65	3139.4	3125.95	3118.35	3116.7	3111.2	3109.75	3100.9	3098.85	3098.45	3094.2	3090.2	3086.15	3076.35	3069.95	3067.7	3065.4	3058.5	
4613.25	4300.8	4161.2	4054.05	3897.15	3852.65	3851.3	3786.55	3661.5	3627.5	3608.5	3606.4	3541.05	3519.2	3506.85	3489.05	3476.75	3468.05	3467.1	3463.55	3433.15	3416.1	3403.8	3395.35	3370.7	3365.3	3344.8	3321.1	3308.45	3308.35	3294.4	3288.55	3283.2	3280.5	3275.15	3232.4	3211.85	3198.3	3192.9	3170.75	3151.45	3112.85	3108.15	3096.6	3069.3	3068.95	3067.65	3065.35	3047.85	3045.15	3045.1	3043.65	3037.15	3011.65	3001.4	2999.15	2997.15	2994.25	2990.65	2987.55	2975.6	2963.15	2961.9	2955	2949.15	2945.45	2924.35	2924.1	2916.45	2916.15	2912.3	2910.5	2903.35	2899.95	2893.45	2888.85	2888.65	2884.85	2880.4	2880.15	2871.8	2870.3	2869.6	2865.45	2847	2845.85	2842.1	2839.4	2839.3	2838.25	2835.9	2830.5	2825.55	2820.65	2818.4	2816.65	2805.65	2791.3	2785.1	2782.55	
3913.25	3734.9	3605.35	3578.8	3567.65	3536.65	3450.95	3279.25	3275.75	3269.3	3227.85	3185.55	3183.95	3152.5	3127.45	3085.95	3083.9	3031.7	3030.1	3028.35	3019	3017.45	2978.9	2950.45	2945.7	2923.9	2919.35	2916.9	2903.3	2877.9	2875.85	2868.75	2863.55	2857.35	2855.65	2852.7	2842.2	2832.5	2830.2	2807.3	2799.75	2791.4	2785.35	2782.8	2776.75	2760.45	2751.8	2742.3	2740.75	2736.15	2725.05	2724.9	2699.75	2695.45	2695.1	2689.05	2683.4	2679.65	2675.7	2674.55	2662.3	2658.35	2655.5	2652.35	2650.8	2650.55	2641.45	2635.3	2633.45	2625.85	2624.45	2620.65	2620	2617.7	2617.5	2611.45	2610.35	2607.2	2604.25	2604	2602.6	2592.25	2587.4	2587.15	2583.9	2583.55	2583.5	2574.95	2573.35	2570.3	2570.1	2569.7	2567.5	2565.1	2559.1	2552.65	2551.9	2550.6	2543.4	2539.45	
3695.15	3529.8	3415.25	3351.05	3347.45	3222.6	3215.45	3199.65	3159.25	3153.7	3070.7	3066.25	2938.6	2902	2880.8	2869.95	2845.5	2825.95	2820.7	2748.8	2744.85	2738.85	2735.25	2734.3	2728.7	2723.65	2710.6	2692.75	2675.25	2674.95	2672.05	2666.55	2660.65	2659.4	2646.3	2637.2	2631.2	2629.4	2623.5	2614.15	2606.3	2598.55	2574.35	2568.65	2564.7	2558.95	2556.75	2546.9	2538.9	2535.3	2531.75	2524.25	2523.65	2515.95	2515.75	2512.85	2511	2509.9	2507.05	2481.7	2474.2	2459.8	2459.45	2458.9	2457.75	2454.05	2451.1	2445.4	2443.75	2441.7	2438.1	2437.95	2436.25	2432.25	2431.65	2426.25	2423.75	2421.95	2421.1	2415.95	2415.75	2414.7	2404.8	2402.05	2396.25	2394.85	2383.5	2374.75	2373.25	2372.05	2366.25	2366.05	2365.45	2362.75	2357.8	2354.55	2352.25	2349.95	2344.9	2344.75	
3864	3618.85	3159.85	3009.15	2909.1	2826.15	2782.45	2721.05	2705.3	2701.25	2701.15	2699.85	2694.95	2681.3	2679.15	2673.2	2641.5	2605.6	2589.45	2546.45	2530.55	2524.15	2522.9	2522.75	2518.05	2502	2492	2490.7	2478.4	2472.2	2472.1	2467.15	2464.4	2458.75	2441.6	2441	2435.5	2416.95	2416.1	2383.9	2380.55	2379.75	2378.3	2377.4	2373.8	2371.2	2369.4	2358.9	2358.3	2358.2	2357.3	2356.4	2338.6	2338.2	2337.05	2332.4	2319.9	2316.4	2312.55	2311.5	2306.7	2304	2295.45	2295.35	2294.25	2284.5	2272.65	2269.45	2268.55	2267.65	2267.15	2267.05	2261.45	2260.45	2256.05	2249.2	2246.25	2245.65	2244.35	2243.65	2242.75	2241.35	2239.1	2236.5	2234.8	2230.7	2228.05	2227.7	2218.35	2215.7	2214.9	2208.5	2207.95	2206.95	2202.85	2201.7	2199.4	2195.5	2194.5	2192.1	
