32	4	28654.300000	0.000015	7
32	4	27700.100000	0.000014	7
32	4	26883.400000	0.000014	7
32	4	26301.900000	0.000020	11
32	4	25422.300000	0.000025	15
32	4	24914.200000	0.000020	11
32	4	24589.100000	0.000013	7
32	4	24432.500000	0.000018	7
32	4	23962.700000	0.000025	15
32	4	23635.900000	0.000013	7
32	4	23472.800000	0.000019	11
32	4	23418.200000	0.000023	11
32	4	23404.900000	0.000025	15
32	4	23182.700000	0.000018	7
32	4	23086.600000	0.000020	11
32	4	23071.000000	0.000018	7
32	4	22840.300000	0.000018	7
32	4	22560.300000	0.000018	7
32	4	22399.300000	0.000020	11
32	4	22179.000000	0.000019	7
32	4	22122.100000	0.000013	4
32	4	22094.500000	0.000018	7
32	4	22081.200000	0.000018	7
32	4	21840.900000	0.000034	15
32	4	21706.800000	0.000018	7
32	4	21665.800000	0.000025	15
32	4	21528.300000	0.000012	4
32	4	21366.200000	0.000018	7
32	4	21053.900000	0.000018	7
32	4	20767.100000	0.000023	11
32	4	20695.500000	0.000019	11
32	4	20366.100000	0.000024	15
32	4	19935.000000	0.000027	15
32	4	19921.600000	0.000024	15
32	4	19900.400000	0.000013	7
32	4	19794.600000	0.000025	15
32	4	19793.800000	0.000024	15
32	5	19737.500000	0.000027	15
32	4	19519.600000	0.000017	7
32	4	19390.300000	0.000025	15
32	5	19355.300000	0.000020	5
32	4	19298.900000	0.000018	7
32	4	19285.100000	0.000013	4
32	4	19266.500000	0.000023	11
32	4	19097.500000	0.000018	7
32	4	19055.800000	0.000017	7
32	5	19015.300000	0.000026	11
32	4	19004.100000	0.000018	7
32	4	18867.500000	0.000017	7
32	4	18787.000000	0.000023	11
32	4	18701.300000	0.000025	15
32	4	18689.100000	0.000017	7
32	4	18652.600000	0.000024	11
32	4	18622.000000	0.000019	7
32	4	18616.500000	0.000018	7
32	4	18578.400000	0.000026	15
32	4	18575.100000	0.000017	7
32	5	18469.300000	0.000036	15
32	5	18434.700000	0.000036	15
32	4	18371.200000	0.000018	7
32	5	18310.200000	0.000027	15
32	4	18304.600000	0.000018	7
32	4	18248.400000	0.000025	15
32	4	18248.000000	0.000016	7
32	4	18231.700000	0.000014	7
32	4	18209.000000	0.000025	15
32	4	18094.800000	0.000018	7
32	4	18089.500000	0.000024	15
32	4	17873.100000	0.000017	7
32	4	17787.800000	0.000017	7
32	4	17667.000000	0.000020	11
32	4	17662.100000	0.000020	11
32	4	17609.300000	0.000021	11
32	5	17527.900000	0.000034	15
32	4	17497.800000	0.000018	7
32	5	17461.800000	0.000038	23
32	4	17397.600000	0.000014	7
32	4	17394.200000	0.000024	15
32	4	17391.800000	0.000013	5
32	4	17355.500000	0.000014	7
32	4	17340.900000	0.000024	15
32	4	17335.300000	0.000023	15
32	4	17290.700000	0.000024	15
32	4	17272.900000	0.000019	11
32	5	17233.700000	0.000036	15
32	4	17203.600000	0.000025	15
32	4	17173.900000	0.000017	7
32	6	17117.200000	0.000053	23
32	4	17107.900000	0.000025	15
32	4	17103.600000	0.000014	7
32	4	17050.500000	0.000020	11
32	5	17035.600000	0.000036	15
32	4	17013.400000	0.000018	7
32	4	17011.600000	0.000012	7
32	4	16995.200000	0.000017	7
32	4	16983.500000	0.000025	11
32	4	16955.400000	0.000023	11
32	4	16941.700000	0.000017	7
32	4	16874.300000	0.000022	11
32	4	16855.900000	0.000014	7
32	4	16770.900000	0.000014	7
32	5	16767.100000	0.000025	9
32	5	16746.200000	0.000027	15
32	4	16744.300000	0.000018	11
32	6	16661.800000	0.000051	26
32	4	16659.300000	0.000012	7
32	4	16657.900000	0.000023	15
32	5	16641.200000	0.000027	15
32	4	16609.500000	0.000014	7
32	4	16511.300000	0.000013	7
32	4	16508.100000	0.000024	11
32	4	16457.400000	0.000017	7
32	6	16450.100000	0.000074	31
32	4	16446.600000	0.000013	7
32	4	16427.900000	0.000019	7
32	4	16423.800000	0.000013	7
32	4	16387.800000	0.000017	7
32	4	16327.200000	0.000014	7
32	4	16303.200000	0.000025	15
32	4	16259.800000	0.000025	15
32	4	16244.900000	0.000019	7
32	4	16170.900000	0.000013	7
32	4	16158.000000	0.000013	7
32	5	16105.300000	0.000049	31
32	4	16098.600000	0.000017	7
32	4	16096.200000	0.000019	11
32	4	16091.800000	0.000018	8
32	4	16067.400000	0.000018	7
32	5	16008.900000	0.000038	17
32	4	15983.700000	0.000014	7
32	4	15958.600000	0.000018	7
32	4	15952.900000	0.000025	15
32	4	15942.300000	0.000018	7
32	5	15937.300000	0.000023	15
32	4	15889.000000	0.000024	15
32	4	15869.500000	0.000018	7
32	4	15869.300000	0.000025	11
32	4	15867.700000	0.000023	15
32	4	15849.300000	0.000025	15
32	6	15849.100000	0.000035	19
32	4	15841.200000	0.000013	7
32	4	15829.300000	0.000025	15
32	4	15814.700000	0.000024	11
32	4	15793.100000	0.000017	7
32	4	15785.800000	0.000013	7
32	4	15761.300000	0.000023	11
32	4	15753.600000	0.000024	15
32	4	15738.200000	0.000014	7
32	4	15710.100000	0.000019	7
32	4	15681.900000	0.000014	7
32	4	15681.100000	0.000012	7
32	4	15653.000000	0.000025	15
32	4	15649.700000	0.000013	7
32	4	15630.200000	0.000018	7
32	4	15600.700000	0.000024	15
32	4	15593.600000	0.000024	11
32	4	15537.800000	0.000032	15
32	4	15532.100000	0.000018	6
32	4	15525.300000	0.000025	15
32	5	15519.800000	0.000048	31
