64	4	29891.000000	0.000045	15
64	5	29831.500000	0.000062	15
64	4	29797.500000	0.000072	15
64	4	29792.000000	0.000045	15
64	5	29758.500000	0.000045	15
64	4	29733.000000	0.000062	15
64	6	29722.500000	0.000086	19
64	6	29675.500000	0.000125	31
64	4	29623.500000	0.000048	15
64	4	29570.500000	0.000038	11
64	4	29467.500000	0.000047	15
64	4	29454.000000	0.000048	15
64	4	29231.500000	0.000029	7
64	4	29227.500000	0.000057	15
64	5	29151.500000	0.000075	23
64	4	29110.000000	0.000074	11
64	5	29108.000000	0.000046	15
64	4	29040.000000	0.000041	15
64	4	28964.000000	0.000044	15
64	4	28935.500000	0.000039	15
64	4	28922.500000	0.000040	7
64	4	28907.500000	0.000041	11
64	4	28840.500000	0.000037	15
64	4	28823.000000	0.000063	15
64	4	28697.500000	0.000045	15
64	4	28696.500000	0.000048	15
64	4	28685.500000	0.000035	11
64	5	28566.500000	0.000056	15
64	4	28541.000000	0.000041	15
64	4	28436.000000	0.000036	7
64	4	28434.000000	0.000045	15
64	4	28396.000000	0.000042	15
64	4	28342.500000	0.000046	15
64	4	28301.000000	0.000036	7
64	4	28219.500000	0.000035	7
64	4	28151.000000	0.000041	15
64	4	28097.500000	0.000042	15
64	4	27982.500000	0.000048	11
64	5	27957.500000	0.000074	31
64	4	27895.000000	0.000040	15
64	4	27827.500000	0.000043	15
64	5	27791.500000	0.000062	23
64	5	27783.000000	0.000076	31
64	4	27660.000000	0.000044	11
64	4	27604.500000	0.000046	15
64	4	27555.000000	0.000024	7
64	4	27525.000000	0.000046	15
64	4	27505.500000	0.000042	15
64	4	27463.000000	0.000041	15
64	5	27426.000000	0.000076	31
64	4	27415.000000	0.000044	15
64	4	27412.000000	0.000041	15
64	4	27411.500000	0.000033	7
64	6	27383.500000	0.000156	63
64	4	27380.500000	0.000039	11
64	4	27368.500000	0.000106	15
64	4	27321.000000	0.000034	11
64	4	27317.500000	0.000034	7
64	5	27207.500000	0.000056	15
64	5	27157.500000	0.000061	23
64	4	27135.000000	0.000044	15
64	4	27133.500000	0.000040	15
64	4	27074.500000	0.000044	15
64	4	27064.000000	0.000049	15
64	4	27034.000000	0.000040	15
64	4	26940.000000	0.000044	15
64	4	26936.000000	0.000034	7
64	4	26926.000000	0.000050	15
64	4	26817.000000	0.000039	15
64	4	26810.500000	0.000093	15
64	4	26808.500000	0.000030	11
64	4	26778.000000	0.000057	11
64	4	26763.000000	0.000045	15
64	4	26736.500000	0.000050	15
64	5	26701.500000	0.000060	15
64	6	26694.000000	0.000159	63
64	4	26661.000000	0.000045	15
64	4	26651.000000	0.000041	15
64	4	26546.500000	0.000039	11
64	5	26465.500000	0.000043	15
64	4	26439.500000	0.000042	15
64	4	26430.500000	0.000040	15
64	5	26426.000000	0.000068	23
64	4	26404.000000	0.000042	15
64	4	26359.000000	0.000039	15
64	4	26330.000000	0.000041	15
64	4	26312.000000	0.000036	8
64	4	26282.000000	0.000024	7
64	4	26242.000000	0.000045	15
64	4	26226.000000	0.000046	15
64	5	26206.500000	0.000031	5
64	4	26105.500000	0.000061	15
64	4	26013.500000	0.000058	15
64	4	26002.500000	0.000068	15
64	6	25994.000000	0.000155	47
64	4	25989.000000	0.000042	15
64	5	25966.500000	0.000085	31
64	4	25962.500000	0.000053	7
64	4	25958.500000	0.000042	15
64	4	25927.000000	0.000047	15
64	4	25908.500000	0.000043	15
64	4	25903.500000	0.000035	7
64	5	25876.000000	0.000066	23
64	5	25806.500000	0.000296	31
64	6	25779.000000	0.000033	6
64	5	25773.500000	0.000062	15
64	4	25747.000000	0.000044	15
